#q	smax	std	adherents
10	24.44	1.56409718368	0.0
15	21.76	4.21217283596	0.0
20	17.34	6.06501442702	0.0
25	14.56	5.9166206571	0.0
30	10.38	5.38846917037	0.0
35	10.34	4.52817844171	0.0
40	7.48	4.40109077389	0.0
45	6.94	3.15220557705	0.0
50	6.38	3.71962363688	0.0
55	5.6	2.95296461205	0.0
60	5.28	2.63848441345	0.0
65	4.58	2.94679486901	0.0
70	4.32	2.32757384416	0.0
75	3.7	1.13578166916	0.0
80	3.7	1.80277563773	0.0
85	3.86	2.11669553786	0.0
90	3.6	1.81107702763	0.0
95	3.46	1.82439030912	0.0
