#q	smax	std	adherents
10	24.1	2.53179778023	0.0
15	21.34	4.15985576673	0.0
20	17.38	5.39588732277	0.0
25	15.94	5.81518701333	0.0
30	10.62	5.22260471412	0.0
35	9.38	4.26093886368	0.0
40	9.12	5.07795234322	0.0
45	7.62	4.33538925588	0.0
50	6.04	3.38207037183	0.0
55	4.78	1.88986772024	0.0
60	4.92	2.18027521199	0.0
65	4.1	1.91049731745	0.0
70	4.42	2.61602752279	0.0
75	3.88	1.94566184112	0.0
80	4.12	2.17843980867	0.0
85	3.9	1.97230829233	0.0
90	4.04	2.55311574356	0.0
95	3.16	1.47458468729	0.0
