#q	smax	std	adherents
10	23.44	2.87861077605	0.0
15	21.8	4.07921561087	0.0
20	18.38	5.01952188958	0.0
25	14.82	5.65222080248	0.0
30	11.7	4.72546294028	0.0
35	10.88	5.31654022838	0.0
40	8.3	4.3783558558	0.0
45	6.76	2.90213714355	0.0
50	5.38	2.77769688771	0.0
55	5.06	2.09198470358	0.0
60	5.24	2.27648852402	0.0
65	4.5	2.49198715888	0.0
70	4.42	2.53053354058	0.0
75	3.52	1.09981816679	0.0
80	3.72	1.86590460635	0.0
85	3.76	1.6918628786	0.0
90	3.9	2.45153013443	0.0
95	3.66	2.59699826723	0.0
