#q	smax	std	adherents
10	24.12	2.40532742054	0.0
15	21.86	3.47568698245	0.0
20	18.64	5.31699163061	0.0
25	13.7	4.4687805943	0.0
30	9.52	4.85073190354	0.0
35	10.12	4.4570842487	0.0
40	7.64	4.04356278547	0.0
45	7.66	4.70578367544	0.0
50	6.66	4.29702222475	0.0
55	5.3	2.77308492477	0.0
60	5.04	2.44916312237	0.0
65	4.36	2.48805144641	0.0
70	4.54	3.12544396846	0.0
75	3.64	1.2126005113	0.0
80	4.04	1.87573985403	0.0
85	3.98	1.81648011275	0.0
90	3.7	2.01246117975	0.0
95	3.36	2.04704665311	0.0
