#q	smax	std	adherents
10	23.94	2.185497655	0.0
15	20.84	4.70472103318	0.0
20	17.76	5.46465003454	0.0
25	14.44	5.5719296478	0.0
30	10.6	5.1923019943	0.0
35	10.58	5.41512696065	0.0
40	9.22	5.02509701399	0.0
45	7.3	3.40734500748	0.0
50	6.26	3.01204249638	0.0
55	5.74	3.66502387441	0.0
60	4.58	1.51115849599	0.0
65	4.38	2.09656862516	0.0
70	4.56	2.99439476355	0.0
75	3.78	1.44623649518	0.0
80	3.66	1.81780086918	0.0
85	4.04	2.19052505121	0.0
90	3.94	2.50127967249	0.0
95	3.16	1.47458468729	0.0
